Date Lifted,Exercise,Weight (kg),Weight (lb),Reps,Bodyweight (kg),Bodyweight (lb),Percentile (%),Warmup
2022-06-27,Pull Ups,-15.9,-35,5,80.7,178,4.9,0
2022-06-27,Pull Ups,-15.9,-35,5,80.7,178,4.9,0
2022-06-27,Pull Ups,-15.9,-35,5,80.7,178,4.9,0
2022-06-27,Pull Ups,-10.2,-22.5,9,80.7,178,18.2,0
2022-06-27,Pull Ups,-24.9,-55,5,80.7,178,1.7,1
2022-06-24,Squat,134.3,296,5,80.3,177,69.6,0
2022-06-24,Squat,134.3,296,5,80.3,177,69.6,0
2022-06-24,Squat,147.4,325,12,80.3,177,95.4,0
2022-06-24,Squat,129.3,285,3,80.3,177,57.1,1
2022-06-24,Squat,97.5,215,4,80.3,177,27.4,1
2022-06-24,Squat,61.2,135,5,80.3,177,4.1,1
2022-06-24,Squat,20.4,45,10,80.3,177,0,1
2022-06-23,Neck Extension,15.9,35,18,80.3,177,33.5,0
2022-06-23,Neck Extension,15.9,35,18,80.3,177,33.5,0
2022-06-23,Neck Extension,11.3,25,18,80.3,177,24.1,0
2022-06-23,Neck Curl,15.9,35,3,80.3,177,25.1,0
2022-06-23,Neck Curl,11.3,25,18,80.3,177,26.8,0
2022-06-23,Reverse Wrist Curl,13.6,30,7,80.3,177,14.4,0
2022-06-23,Reverse Wrist Curl,13.6,30,15,80.3,177,17.9,0
2022-06-23,Wrist Curl,13.6,30,18,80.3,177,18.7,0
2022-06-23,Wrist Curl,13.6,30,18,80.3,177,18.7,0
2022-06-23,Wrist Curl,13.6,30,18,80.3,177,18.7,0
2022-06-23,Tricep Pushdown,38.6,85,11,80.3,177,42.8,0
2022-06-23,Tricep Pushdown,38.6,85,18,80.3,177,55.1,0
2022-06-23,Tricep Pushdown,38.6,85,18,80.3,177,55.1,0
2022-06-23,Dumbbell Shoulder Press,18.1,40,8,80.3,177,19.1,0
2022-06-23,Dumbbell Shoulder Press,18.1,40,10,80.3,177,23.5,0
2022-06-23,Dumbbell Shoulder Press,18.1,40,10,80.3,177,23.5,0
2022-06-23,Dumbbell Shoulder Press,18.1,40,10,80.3,177,23.5,0
2022-06-23,Dumbbell Shoulder Press,18.1,40,10,80.3,177,23.5,0
2022-06-23,Dumbbell Shoulder Press,18.1,40,10,80.3,177,23.5,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,80.3,177,5,80.3,177,40,0
2022-06-23,Bench Press,88.5,195,8,80.3,177,64.1,0
2022-06-23,Bench Press,74.8,165,3,80.3,177,26.3,1
2022-06-23,Bench Press,56.7,125,4,80.3,177,9.9,1
2022-06-23,Bench Press,34,75,5,80.3,177,0.9,1
2022-06-22,Sumo Deadlift,154.2,340,5,80.3,177,53.6,0
2022-06-22,Sumo Deadlift,154.2,340,5,80.3,177,53.6,0
2022-06-22,Sumo Deadlift,154.2,340,5,80.3,177,53.6,0
2022-06-22,Sumo Deadlift,167.8,370,10,80.3,177,85.2,0
2022-06-16,Pull Ups,0,0,3,80.3,177,13.1,0
2022-06-16,Pull Ups,0,0,3,80.3,177,13.1,0
2022-06-16,Pull Ups,0,0,6,80.3,177,21.5,0
2022-06-16,Pull Ups,0,0,2,80.3,177,11,0
2022-06-16,Pull Ups,0,0,6,80.3,177,21.5,0
2022-06-15,Dumbbell Shoulder Press,19.3,42.5,6,80.3,177,18.7,0
2022-06-15,Dumbbell Shoulder Press,19.3,42.5,8,80.3,177,22.8,0
2022-06-15,Dumbbell Shoulder Press,19.3,42.5,7,80.3,177,20.7,0
2022-06-15,Dumbbell Shoulder Press,19.3,42.5,10,80.3,177,27.8,0
2022-06-15,Dumbbell Shoulder Press,19.3,42.5,10,80.3,177,27.8,0
2022-06-15,Bench Press,72.6,160,7,80.3,177,35.9,0
2022-06-15,Bench Press,72.6,160,8,80.3,177,39.7,0
2022-06-15,Bench Press,72.6,160,10,80.3,177,48.2,0
2022-06-15,Bench Press,72.6,160,10,80.3,177,48.2,0
2022-06-15,Bench Press,86.2,190,10,80.3,177,69.6,0
2022-06-15,Bench Press,47.6,105,4,80.3,177,4.4,1
2022-06-15,Bench Press,29.5,65,5,80.3,177,0.4,1
2022-06-14,Deadlift,124.7,275,8,80.3,177,53.5,0
2022-06-14,Deadlift,124.7,275,1,80.3,177,27.1,0
2022-06-14,Deadlift,124.7,275,8,80.3,177,53.5,0
2022-06-14,Deadlift,124.7,275,8,80.3,177,53.5,0
2022-06-14,Deadlift,124.7,275,8,80.3,177,53.5,0
2022-06-14,Squat,124.7,275,8,80.3,177,72.5,0
2022-06-14,Squat,124.7,275,8,80.3,177,72.5,0
2022-06-14,Squat,124.7,275,8,80.3,177,72.5,0
2022-06-14,Squat,124.7,275,8,80.3,177,72.5,0
2022-06-14,Squat,133.8,295,13,80.3,177,91.8,0
2022-06-13,Chin Ups,-13.6,-30,6,80.3,177,5.3,0
2022-06-13,Chin Ups,-13.6,-30,8,80.3,177,8.7,0
2022-06-13,Chin Ups,-13.6,-30,10,80.3,177,14,0
2022-06-13,Chin Ups,-13.6,-30,10,80.3,177,14,0
2022-06-13,Chin Ups,-13.6,-30,10,80.3,177,14,0
2022-06-13,Pendlay Row,59,130,8,80.3,177,25.8,0
2022-06-13,Pendlay Row,59,130,8,80.3,177,25.8,0
2022-06-13,Pendlay Row,59,130,10,80.3,177,33.4,0
2022-06-13,Pendlay Row,59,130,8,80.3,177,25.8,0
2022-06-13,Pendlay Row,68,150,11,80.3,177,54.9,0
2022-06-12,Incline Bench Press,52.2,115,4,80.3,177,9.5,0
2022-06-12,Incline Bench Press,52.2,115,5,80.3,177,11,0
2022-06-12,Incline Bench Press,52.2,115,9,80.3,177,19.9,0
2022-06-12,Incline Bench Press,52.2,115,10,80.3,177,22.8,0
2022-06-12,Incline Bench Press,52.2,115,10,80.3,177,22.8,0
2022-06-12,Shoulder Press,40.8,90,8,80.3,177,26.1,0
2022-06-12,Shoulder Press,40.8,90,9,80.3,177,29.2,0
2022-06-12,Shoulder Press,40.8,90,10,80.3,177,32.5,0
2022-06-12,Shoulder Press,40.8,90,10,80.3,177,32.5,0
2022-06-12,Shoulder Press,45.4,100,14,80.3,177,54.3,0
2022-06-11,Sumo Deadlift,152,335,5,80.3,177,51.5,0
2022-06-11,Sumo Deadlift,152,335,4,80.3,177,47.3,0
2022-06-11,Sumo Deadlift,152,335,5,80.3,177,51.5,0
2022-06-11,Sumo Deadlift,152,335,4,80.3,177,47.3,0
2022-06-11,Sumo Deadlift,172.4,380,4,80.3,177,64.8,0
2022-06-11,Sumo Deadlift,102.1,225,5,80.3,177,11.1,1
2022-06-11,Sumo Deadlift,61.2,135,5,80.3,177,0.6,1
2022-06-10,Seated Cable Row,52.2,115,10,80.3,177,26.4,0
2022-06-10,Seated Cable Row,52.2,115,10,80.3,177,26.4,0
2022-06-10,Seated Cable Row,52.2,115,10,80.3,177,26.4,0
2022-06-10,Seated Cable Row,52.2,115,10,80.3,177,26.4,0
2022-06-10,Seated Cable Row,52.2,115,10,80.3,177,26.4,0
2022-06-10,Pull Ups,-20.4,-45,7,80.3,177,4.6,0
2022-06-10,Pull Ups,-20.4,-45,7,80.3,177,4.6,0
2022-06-10,Pull Ups,-20.4,-45,10,80.3,177,9,0
2022-06-10,Pull Ups,-20.4,-45,10,80.3,177,9,0
2022-06-10,Pull Ups,-13.6,-30,12,80.3,177,21.6,0
2022-06-10,Pull Ups,-20.4,-45,5,80.3,177,2.9,1
2022-06-10,Pull Ups,-24.9,-55,5,80.3,177,1.6,1
2022-06-09,Dumbbell Shoulder Press,18.1,40,6,79.8,176,15.9,0
2022-06-09,Dumbbell Shoulder Press,18.1,40,8,79.8,176,19.5,0
2022-06-09,Dumbbell Shoulder Press,18.1,40,8,79.8,176,19.5,0
2022-06-09,Dumbbell Shoulder Press,18.1,40,9,79.8,176,21.7,0
2022-06-09,Dumbbell Shoulder Press,18.1,40,10,79.8,176,24,0
2022-06-09,Bench Press,70.3,155,6,79.8,176,29.8,0
2022-06-09,Bench Press,70.3,155,10,79.8,176,45.1,0
2022-06-09,Bench Press,70.3,155,10,79.8,176,45.1,0
2022-06-09,Bench Press,70.3,155,10,79.8,176,45.1,0
2022-06-09,Bench Press,79.4,175,15,79.8,176,74.3,0
2022-06-05,Seated Cable Row,45.4,100,15,79.8,176,25,0
2022-06-05,Seated Cable Row,45.4,100,15,79.8,176,25,0
2022-06-05,Seated Cable Row,45.4,100,15,79.8,176,25,0
2022-06-05,Seated Cable Row,45.4,100,15,79.8,176,25,0
2022-06-05,Seated Cable Row,45.4,100,15,79.8,176,25,0
2022-06-05,Seated Cable Row,31.8,70,5,79.8,176,1.8,1
2022-06-05,Seated Cable Row,27.2,60,10,79.8,176,1.9,1
2022-06-05,Pull Ups,-20.4,-45,10,79.8,176,8.9,0
2022-06-05,Pull Ups,-20.4,-45,9,79.8,176,7.2,0
2022-06-05,Pull Ups,-20.4,-45,10,79.8,176,8.9,0
2022-06-05,Pull Ups,-20.4,-45,12,79.8,176,11.9,0
2022-06-05,Pull Ups,-20.4,-45,15,79.8,176,17.5,0
2022-06-05,Pull Ups,-24.9,-55,4,79.8,176,1.3,1
2022-06-05,Pull Ups,-31.8,-70,5,79.8,176,0.6,1
2022-06-05,Pull Ups,-36.3,-80,10,79.8,176,1,1
2022-06-03,Push Press,40.8,90,13,80.3,177,20.9,0
2022-06-03,Push Press,40.8,90,3,80.3,177,7.2,0
2022-06-03,Push Press,40.8,90,7,80.3,177,11.4,0
2022-06-03,Push Press,40.8,90,10,80.3,177,16.5,0
2022-06-03,Push Press,40.8,90,12,80.3,177,19.4,0
2022-06-03,Bench Press,61.2,135,13,80.3,177,36.7,0
2022-06-03,Bench Press,61.2,135,12,80.3,177,34.2,0
2022-06-03,Bench Press,61.2,135,10,80.3,177,29.2,0
2022-06-03,Bench Press,61.2,135,15,80.3,177,42,0
2022-06-03,Bench Press,61.2,135,15,80.3,177,42,0
2022-05-30,Chest Press,55.3,122,7,80.3,177,25.1,0
2022-05-30,Chest Press,55.3,122,9,80.3,177,29.6,0
2022-05-30,Chest Press,55.3,122,9,80.3,177,29.6,0
2022-05-30,Chest Press,55.3,122,6,80.3,177,23.1,0
2022-05-30,Chest Press,55.3,122,11,80.3,177,33.8,0
2022-05-30,Chest Press,48.5,107,4,80.3,177,14,1
2022-05-30,Chest Press,39.5,87,6,80.3,177,9.4,1
2022-05-30,Chest Press,25.9,57,10,80.3,177,4.1,1
2022-05-30,Shoulder Press,39.9,88,14,80.3,177,39.9,0
2022-05-30,Shoulder Press,39.9,88,9,80.3,177,27.3,0
2022-05-30,Shoulder Press,39.9,88,9,80.3,177,27.3,0
2022-05-30,Shoulder Press,39.9,88,9,80.3,177,27.3,0
2022-05-30,Shoulder Press,39.9,88,9,80.3,177,27.3,0
2022-05-30,Shoulder Press,34,75,4,80.3,177,8.3,1
2022-05-30,Shoulder Press,29.5,65,5,80.3,177,5.2,1
2022-05-29,Sumo Deadlift,133.4,294,4,80.3,177,30.8,0
2022-05-29,Sumo Deadlift,133.4,294,2,80.3,177,24.5,0
2022-05-29,Sumo Deadlift,133.4,294,6,80.3,177,38.3,0
2022-05-29,Sumo Deadlift,133.4,294,2,80.3,177,24.5,0
2022-05-29,Sumo Deadlift,133.4,294,1,80.3,177,21.9,0
2022-05-29,Sumo Deadlift,111.1,245,4,80.3,177,14.4,1
2022-05-29,Sumo Deadlift,93,205,5,80.3,177,6.9,1
2022-05-29,Sumo Deadlift,56.7,125,10,80.3,177,1.1,1
2022-05-23,Seated Cable Row,49.9,110,14,80.3,177,31,0
2022-05-23,Seated Cable Row,49.9,110,11,80.3,177,24.8,0
2022-05-23,Seated Cable Row,49.9,110,11,80.3,177,24.8,0
2022-05-23,Seated Cable Row,49.9,110,11,80.3,177,24.8,0
2022-05-23,Seated Cable Row,49.9,110,11,80.3,177,24.8,0
2022-05-23,Seated Cable Row,45.4,100,4,80.3,177,7.3,1
2022-05-23,Seated Cable Row,38.6,85,5,80.3,177,4.2,1
2022-05-23,Seated Cable Row,22.7,50,10,80.3,177,0.8,1
2022-05-23,Pull Ups,-20.4,-45,15,80.3,177,17.7,0
2022-05-23,Pull Ups,-20.4,-45,9,80.3,177,7.3,0
2022-05-23,Pull Ups,-20.4,-45,9,80.3,177,7.3,0
2022-05-23,Pull Ups,-20.4,-45,9,80.3,177,7.3,0
2022-05-23,Pull Ups,-20.4,-45,9,80.3,177,7.3,0
2022-05-23,Pull Ups,-31.8,-70,4,80.3,177,0.5,1
2022-05-23,Pull Ups,-36.3,-80,5,80.3,177,0.3,1
2022-05-23,Pull Ups,-54.4,-120,10,80.3,177,0,1
2022-05-22,Machine Shoulder Press,48.1,106,11,78.9,174,38.5,0
2022-05-22,Machine Shoulder Press,48.1,106,11,78.9,174,38.5,0
2022-05-22,Machine Shoulder Press,48.1,106,11,78.9,174,38.5,0
2022-05-22,Machine Shoulder Press,48.1,106,11,78.9,174,38.5,0
2022-05-22,Machine Shoulder Press,48.1,106,11,78.9,174,38.5,0
2022-05-22,Machine Shoulder Press,43.1,95,4,78.9,174,18.9,1
2022-05-22,Machine Shoulder Press,36.3,80,5,78.9,174,13.5,1
2022-05-22,Machine Shoulder Press,22.7,50,10,78.9,174,6.4,1
2022-05-22,Bench Press,70.3,155,12,78.9,174,52.6,0
2022-05-22,Bench Press,70.3,155,9,78.9,174,42.4,0
2022-05-22,Bench Press,70.3,155,9,78.9,174,42.4,0
2022-05-22,Bench Press,70.3,155,9,78.9,174,42.4,0
2022-05-22,Bench Press,70.3,155,9,78.9,174,42.4,0
2022-05-22,Bench Press,61.2,135,4,78.9,174,15,1
2022-05-22,Bench Press,47.6,105,5,78.9,174,5.8,1
2022-05-22,Bench Press,29.5,65,10,78.9,174,1.3,1
2022-05-19,Chin Ups,-20.4,-45,16,78.9,174,16.4,0
2022-05-19,Chin Ups,-20.4,-45,10,78.9,174,6.4,0
2022-05-19,Chin Ups,-20.4,-45,10,78.9,174,6.4,0
2022-05-19,Chin Ups,-20.4,-45,10,78.9,174,6.4,0
2022-05-19,Chin Ups,-20.4,-45,10,78.9,174,6.4,0
2022-05-19,Chin Ups,-24.9,-55,4,78.9,174,0.6,1
2022-05-19,Chin Ups,-36.3,-80,5,78.9,174,0.1,1
2022-05-19,Chin Ups,-54.4,-120,10,78.9,174,0,1
2022-05-19,Pendlay Row,58.5,129,14,78.9,174,46.4,0
2022-05-19,Pendlay Row,58.5,129,8,78.9,174,26.9,0
2022-05-19,Pendlay Row,58.5,129,8,78.9,174,26.9,0
2022-05-19,Pendlay Row,58.5,129,8,78.9,174,26.9,0
2022-05-19,Pendlay Row,58.5,129,8,78.9,174,26.9,0
2022-05-19,Pendlay Row,47.6,105,4,78.9,174,6.1,1
2022-05-19,Pendlay Row,38.6,85,5,78.9,174,2.3,1
2022-05-19,Pendlay Row,20.4,45,10,78.9,174,0.2,1
2022-05-18,Chest Press,57.2,126,10,78.9,174,35.6,0
2022-05-18,Chest Press,57.2,126,10,78.9,174,35.6,0
2022-05-18,Chest Press,57.2,126,10,78.9,174,35.6,0
2022-05-18,Chest Press,57.2,126,10,78.9,174,35.6,0
2022-05-18,Chest Press,49,108,4,78.9,174,15.1,1
2022-05-18,Chest Press,42.2,93,5,78.9,174,11,1
2022-05-18,Chest Press,26.3,58,10,78.9,174,4.7,1
2022-05-18,Shoulder Press,40.8,90,14,78.9,174,44.3,0
2022-05-18,Shoulder Press,40.8,90,8,78.9,174,27.7,0
2022-05-18,Shoulder Press,40.8,90,8,78.9,174,27.7,0
2022-05-18,Shoulder Press,40.8,90,8,78.9,174,27.7,0
2022-05-18,Shoulder Press,40.8,90,8,78.9,174,27.7,0
2022-05-18,Shoulder Press,27.2,60,5,78.9,174,4.1,1
2022-05-16,Sled Leg Press,115.7,255,10,78.9,174,21.7,0
2022-05-16,Sled Leg Press,74.8,165,10,78.9,174,5.9,0
2022-05-16,Sled Leg Press,74.8,165,10,78.9,174,5.9,0
2022-05-16,Sled Leg Press,61.2,135,10,78.9,174,3.1,0
2022-05-16,Sled Leg Press,74.8,165,10,78.9,174,5.9,0
2022-05-16,Sumo Deadlift,145.2,320,4,78.9,174,43.3,0
2022-05-16,Sumo Deadlift,145.2,320,6,78.9,174,51.8,0
2022-05-16,Sumo Deadlift,145.2,320,3,78.9,174,39.4,0
2022-05-16,Sumo Deadlift,145.2,320,3,78.9,174,39.4,0
2022-05-16,Sumo Deadlift,145.2,320,6,78.9,174,51.8,0
2022-05-16,Sumo Deadlift,115.7,255,4,78.9,174,18.7,1
2022-05-16,Sumo Deadlift,102.1,225,5,78.9,174,12.2,1
2022-05-16,Sumo Deadlift,61.2,135,10,78.9,174,1.9,1
2022-05-15,Seated Cable Row,49.9,110,17,78.9,174,39.3,0
2022-05-15,Seated Cable Row,49.9,110,10,78.9,174,24.1,0
2022-05-15,Seated Cable Row,49.9,110,12,78.9,174,28.2,0
2022-05-15,Seated Cable Row,49.9,110,10,78.9,174,24.1,0
2022-05-15,Seated Cable Row,49.9,110,10,78.9,174,24.1,0
2022-05-15,Seated Cable Row,45.4,100,4,78.9,174,8,1
2022-05-15,Seated Cable Row,38.6,85,5,78.9,174,4.6,1
2022-05-15,Seated Cable Row,22.7,50,10,78.9,174,0.9,1
2022-05-15,Pull Ups,-15.9,-35,10,78.9,174,13.5,0
2022-05-15,Pull Ups,-15.9,-35,8,78.9,174,8.9,0
2022-05-15,Pull Ups,-15.9,-35,8,78.9,174,8.9,0
2022-05-15,Pull Ups,-15.9,-35,8,78.9,174,8.9,0
2022-05-15,Pull Ups,-15.9,-35,8,78.9,174,8.9,0
2022-05-15,Pull Ups,-31.8,-70,4,78.9,174,0.4,1
2022-05-15,Pull Ups,-36.3,-80,5,78.9,174,0.2,1
2022-05-15,Pull Ups,-43.1,-95,10,78.9,174,0.2,1
2022-05-14,Machine Shoulder Press,48.5,107,20,79.8,176,54,0
2022-05-14,Machine Shoulder Press,48.5,107,10,79.8,176,36.4,0
2022-05-14,Machine Shoulder Press,48.5,107,10,79.8,176,36.4,0
2022-05-14,Machine Shoulder Press,48.5,107,10,79.8,176,36.4,0
2022-05-14,Machine Shoulder Press,48.5,107,10,79.8,176,36.4,0
2022-05-14,Machine Shoulder Press,40.8,90,4,79.8,176,16,1
2022-05-14,Machine Shoulder Press,34,75,6,79.8,176,12,1
2022-05-14,Machine Shoulder Press,20.4,45,10,79.8,176,4.6,1
2022-05-14,Bench Press,71.2,157,12,79.8,176,52.7,0
2022-05-14,Bench Press,71.2,157,8,79.8,176,38.3,0
2022-05-14,Bench Press,71.2,157,8,79.8,176,38.3,0
2022-05-14,Bench Press,71.2,157,8,79.8,176,38.3,0
2022-05-14,Bench Press,71.2,157,8,79.8,176,38.3,0
2022-05-14,Bench Press,56.7,125,4,79.8,176,10.2,1
2022-05-14,Bench Press,47.6,105,5,79.8,176,5.3,1
2022-05-14,Bench Press,29.5,65,10,79.8,176,1.1,1
2022-05-12,Deadlift,109.8,242,20,79.8,176,75.7,0
2022-05-12,Deadlift,109.8,242,11,79.8,176,50,0
2022-05-12,Deadlift,109.8,242,11,79.8,176,50,0
2022-05-12,Deadlift,109.8,242,11,79.8,176,50,0
2022-05-12,Deadlift,109.8,242,11,79.8,176,50,0
2022-05-12,Deadlift,102.1,225,4,79.8,176,17.7,1
2022-05-12,Deadlift,79.4,175,5,79.8,176,6.3,1
2022-05-12,Deadlift,47.6,105,10,79.8,176,1,1
2022-05-12,Squat,123.4,272,8,79.8,176,71.9,0
2022-05-12,Squat,123.4,272,5,79.8,176,59.7,0
2022-05-12,Squat,123.4,272,9,79.8,176,76.1,0
2022-05-12,Squat,123.4,272,9,79.8,176,76.1,0
2022-05-12,Squat,123.4,272,9,79.8,176,76.1,0
2022-05-12,Squat,102.1,225,4,79.8,176,32.7,1
2022-05-12,Squat,83.9,185,5,79.8,176,17.9,1
2022-05-12,Squat,52.2,115,10,79.8,176,4.5,1
2022-05-11,Chin Ups,-22.7,-50,16,79.8,176,13.3,0
2022-05-11,Chin Ups,-22.7,-50,11,79.8,176,6,0
2022-05-11,Chin Ups,-22.7,-50,11,79.8,176,6,0
2022-05-11,Chin Ups,-22.7,-50,11,79.8,176,6,0
2022-05-11,Chin Ups,-22.7,-50,11,79.8,176,6,0
2022-05-11,Chin Ups,-31.8,-70,4,79.8,176,0.2,1
2022-05-11,Chin Ups,-36.3,-80,5,79.8,176,0.1,1
2022-05-11,Chin Ups,-54.4,-120,10,79.8,176,0,1
2022-05-11,Pendlay Row,55.8,123,14,79.8,176,38.9,0
2022-05-11,Pendlay Row,55.8,123,9,79.8,176,24.6,0
2022-05-11,Pendlay Row,55.8,123,9,79.8,176,24.6,0
2022-05-11,Pendlay Row,55.8,123,9,79.8,176,24.6,0
2022-05-11,Pendlay Row,55.8,123,9,79.8,176,24.6,0
2022-05-11,Pendlay Row,47.6,105,4,79.8,176,5.6,1
2022-05-11,Pendlay Row,38.6,85,5,79.8,176,2.1,1
2022-05-11,Pendlay Row,24.9,55,10,79.8,176,0.5,1
2022-05-10,Chest Press,58.1,128,7,79.8,176,28.5,0
2022-05-10,Chest Press,58.1,128,7,79.8,176,28.5,0
2022-05-10,Chest Press,58.1,128,11,79.8,176,37.9,0
2022-05-10,Chest Press,58.1,128,9,79.8,176,33.4,0
2022-05-10,Chest Press,58.1,128,11,79.8,176,37.9,0
2022-05-10,Chest Press,53.1,117,4,79.8,176,18.1,1
2022-05-10,Chest Press,44,97,5,79.8,176,11.9,1
2022-05-10,Chest Press,25.9,57,1,79.8,176,1.8,1
2022-05-10,Shoulder Press,41.3,91,8,79.8,176,27.6,0
2022-05-10,Shoulder Press,41.3,91,9,79.8,176,30.8,0
2022-05-10,Shoulder Press,41.3,91,9,79.8,176,30.8,0
2022-05-10,Shoulder Press,41.3,91,9,79.8,176,30.8,0
2022-05-10,Shoulder Press,41.3,91,9,79.8,176,30.8,0
2022-05-10,Shoulder Press,34,75,4,79.8,176,8.6,1
2022-05-10,Shoulder Press,29.5,65,5,79.8,176,5.4,1
2022-05-09,Sumo Deadlift,147.9,326,9,81.2,179,65.2,0
2022-05-09,Sumo Deadlift,147.9,326,9,81.2,179,65.2,0
2022-05-09,Sumo Deadlift,147.9,326,9,81.2,179,65.2,0
2022-05-09,Sumo Deadlift,122.5,270,4,81.2,179,21.1,1
2022-05-09,Sumo Deadlift,102.1,225,5,81.2,179,10.5,1
2022-05-09,Sumo Deadlift,61.2,135,10,81.2,179,1.6,1
2022-05-05,Sled Press Calf Raise,104.8,231,15,81.2,179,30.9,0
2022-05-05,Sled Press Calf Raise,88.5,195,15,81.2,179,22.6,0
2022-05-05,Neck Extension,12.5,27.5,15,81.2,179,24.4,0
2022-05-05,Neck Curl,12.5,27.5,15,81.2,179,27.3,0
2022-05-05,Machine Reverse Fly,36.3,80,15,81.2,179,33.3,0
2022-05-05,Machine Reverse Fly,36.3,80,15,81.2,179,33.3,0
2022-05-05,Machine Reverse Fly,36.3,80,15,81.2,179,33.3,0
2022-05-05,Machine Reverse Fly,36.3,80,15,81.2,179,33.3,0
2022-05-05,Machine Reverse Fly,36.3,80,15,81.2,179,33.3,0
2022-05-05,Preacher Curl,22.7,50,8,81.2,179,16,0
2022-05-05,Preacher Curl,22.7,50,10,81.2,179,19.2,0
2022-05-05,Preacher Curl,22.7,50,10,81.2,179,19.2,0
2022-05-05,Preacher Curl,22.7,50,15,81.2,179,25.8,0
2022-05-05,Preacher Curl,22.7,50,15,81.2,179,25.8,0
2022-05-05,Seated Calf Raise,49.9,110,13,81.2,179,29.3,0
2022-05-05,Seated Calf Raise,49.9,110,15,81.2,179,31.5,0
2022-05-05,Seated Calf Raise,47.6,105,15,81.2,179,29.3,0
2022-05-05,Seated Cable Row,46.5,102.5,21,81.2,179,37.8,0
2022-05-05,Seated Cable Row,46.5,102.5,11,81.2,179,18.7,0
2022-05-05,Seated Cable Row,46.5,102.5,11,81.2,179,18.7,0
2022-05-05,Seated Cable Row,46.5,102.5,11,81.2,179,18.7,0
2022-05-05,Seated Cable Row,46.5,102.5,12,81.2,179,20.4,0
2022-05-05,Seated Cable Row,38.6,85,4,81.2,179,3.4,1
2022-05-05,Seated Cable Row,31.8,70,5,81.2,179,1.6,1
2022-05-05,Seated Cable Row,22.7,50,10,81.2,179,0.7,1
2022-05-05,Pull Ups,-21.5,-47.5,13,81.2,179,12.7,0
2022-05-05,Pull Ups,-21.5,-47.5,9,81.2,179,6.6,0
2022-05-05,Pull Ups,-21.5,-47.5,9,81.2,179,6.6,0
2022-05-05,Pull Ups,-21.5,-47.5,9,81.2,179,6.6,0
2022-05-05,Pull Ups,-21.5,-47.5,9,81.2,179,6.6,0
2022-05-05,Pull Ups,-31.8,-70,4,81.2,179,0.5,1
2022-05-05,Pull Ups,-43.1,-95,5,81.2,179,0.1,1
2022-05-05,Pull Ups,-54.4,-120,10,81.2,179,0,1
2022-05-04,Machine Shoulder Press,45.4,100,20,78.9,174,49.4,0
2022-05-04,Machine Shoulder Press,45.4,100,11,78.9,174,34.4,0
2022-05-04,Machine Shoulder Press,45.4,100,11,78.9,174,34.4,0
2022-05-04,Machine Shoulder Press,45.4,100,11,78.9,174,34.4,0
2022-05-04,Machine Shoulder Press,45.4,100,11,78.9,174,34.4,0
2022-05-04,Machine Shoulder Press,34,75,5,78.9,174,11.5,1
2022-05-04,Machine Shoulder Press,22.7,50,10,78.9,174,6.4,1
2022-05-04,Bench Press,68,150,14,78.9,174,54.3,0
2022-05-04,Bench Press,68,150,9,78.9,174,38.6,0
2022-05-04,Bench Press,68,150,9,78.9,174,38.6,0
2022-05-04,Bench Press,68,150,9,78.9,174,38.6,0
2022-05-04,Bench Press,68,150,9,78.9,174,38.6,0
2022-05-04,Bench Press,56.7,125,4,78.9,174,10.9,1
2022-05-04,Bench Press,47.6,105,5,78.9,174,5.8,1
2022-05-04,Bench Press,29.5,65,10,78.9,174,1.3,1
2022-05-02,Squat,118.8,262,10,78.9,174,76.9,0
2022-05-02,Squat,118.8,262,10,78.9,174,76.9,0
2022-05-02,Squat,118.8,262,10,78.9,174,76.9,0
2022-05-02,Squat,102.1,225,4,78.9,174,34.1,1
2022-05-02,Squat,83.9,185,5,78.9,174,18.9,1
2022-05-02,Squat,52.2,115,10,78.9,174,4.9,1
2022-05-01,Machine Bicep Curl,38.6,85,6,78.9,174,30.4,0
2022-05-01,Machine Bicep Curl,38.6,85,6,78.9,174,30.4,0
2022-05-01,Machine Bicep Curl,38.6,85,7,78.9,174,32.8,0
2022-05-01,Machine Bicep Curl,38.6,85,9,78.9,174,38.2,0
2022-05-01,Machine Bicep Curl,38.6,85,9,78.9,174,38.2,0
2022-05-01,Reverse Wrist Curl,15.9,35,5,78.9,174,16.3,0
2022-05-01,Reverse Wrist Curl,15.9,35,14,78.9,174,21.1,0
2022-05-01,Wrist Curl,22.7,50,10,78.9,174,27.9,0
2022-05-01,Wrist Curl,22.7,50,9,78.9,174,26.9,0
2022-05-01,Dumbbell Reverse Fly,11.3,25,15,78.9,174,46.9,0
2022-05-01,Dumbbell Reverse Fly,11.3,25,15,78.9,174,46.9,0
2022-05-01,Dumbbell Reverse Fly,11.3,25,15,78.9,174,46.9,0
2022-05-01,Machine Calf Raise,95.3,210,15,78.9,174,53.8,0
